Date,Movement,Actuator,Mode,Min,Max,Mean,Median,Standard Deviation
2023-09-23,movement_2,actuator_5,18,15,46,18.77062546417385,18.0,3.5396534436082736
2023-09-23,movement_3,actuator_5,18,15,46,18.761051383462117,18,3.536216497346551
2023-09-23,movement_4,actuator_5,18,15,46,18.751769321302472,18.0,3.5328506266970194
2023-09-23,movement_5,actuator_5,17,15,46,18.74275942648003,18,3.5294867125928278
2023-09-23,movement_6,actuator_5,17,15,46,18.734025827329344,18.0,3.526221995171372
2023-09-23,movement_7,actuator_5,17,15,46,18.725414310561625,18,3.522844866144326
2023-09-23,movement_1,actuator_6,17,15,46,18.717046315695626,18.0,3.5195078116525553
2023-09-23,movement_2,actuator_6,17,15,46,18.70891227041097,18,3.516460350744752
2023-09-23,movement_3,actuator_6,17,15,46,18.70100309758851,18.0,3.5134722999045187
2023-09-23,movement_4,actuator_6,17,15,46,18.693317328646245,18,3.510543853207933
2023-09-23,movement_5,actuator_6,17,15,46,18.685839459314547,18.0,3.5076116077705204
2023-09-23,movement_6,actuator_6,17,15,46,18.678575658559357,18,3.5047650356262956
2023-09-23,movement_7,actuator_6,17,15,46,18.671387283236996,18.0,3.5018077871536923
2023-09-30,movement_1,actuator_1,17,14,65,18.672247307148297,18.0,3.495216215390155
2023-09-30,movement_2,actuator_1,17,14,65,18.673093983547503,18.0,3.488750484461616
2023-09-30,movement_3,actuator_1,17,14,65,18.673927774234695,18.0,3.4824122272020137
2023-09-30,movement_4,actuator_1,17,14,65,18.674742552408976,18.0,3.476127789638019
2023-09-30,movement_5,actuator_1,17,14,65,18.675545454545453,18.0,3.4700465060899965
2023-09-30,movement_6,actuator_1,17,14,65,18.67633687779319,18.0,3.4641010930308793
2023-09-30,movement_7,actuator_1,17,14,65,18.677085450111765,18.0,3.4579511348807355
2023-09-30,movement_1,actuator_2,17,14,65,18.677817697603135,18.0,3.4522666028831535
2023-09-30,movement_2,actuator_2,17,14,65,18.678540361864997,18.0,3.4466807335781646
2023-09-30,movement_3,actuator_2,18,14,65,18.67925374969265,18.0,3.4411959031630963
2023-09-30,movement_4,actuator_2,18,14,65,18.679952072790968,18.0,3.4357439231707727
2023-09-30,movement_5,actuator_2,18,14,65,18.68064182194617,18.0,3.4304654450737626
2023-09-30,movement_6,actuator_2,18,14,65,18.6813232631278,18.0,3.4252982282695656
2023-09-30,movement_7,actuator_2,18,14,65,18.681967174456446,18.0,3.419923503494895
2023-09-30,movement_1,actuator_3,18,14,65,18.682598039215687,18.0,3.414970634719996
2023-09-30,movement_2,actuator_3,18,14,65,18.683222027083236,18.0,3.410096156539747
2023-09-30,movement_3,actuator_3,18,14,65,18.68383934291205,18.0,3.4053028918584314
2023-09-30,movement_4,actuator_3,18,14,65,18.684444519958316,18.0,3.4005272641429376
2023-09-30,movement_5,actuator_3,18,14,65,18.685043521177317,18.0,3.395902107580908
2023-09-30,movement_6,actuator_3,18,14,65,18.68563652521662,18.0,3.391369438726792
2023-09-30,movement_7,actuator_3,18,14,65,18.686196197517823,18.0,3.386629428695339
2023-09-30,movement_1,actuator_4,18,14,65,18.68674528096255,18.0,3.3822754556105763
2023-09-30,movement_2,actuator_4,18,14,65,18.687289471411297,18.0,3.377984461097962
2023-09-30,movement_3,actuator_4,18,14,65,18.687828905146965,18.0,3.373759528085475
2023-09-30,movement_4,actuator_4,18,14,65,18.68835841458245,18.0,3.369541040251877
2023-09-30,movement_5,actuator_4,18,14,65,18.688883521653295,18.0,3.365454781052906
2023-09-30,movement_6,actuator_4,18,14,65,18.689404345654346,18.0,3.3614464219727354
2023-09-30,movement_7,actuator_4,18,14,65,18.689895218844107,18.0,3.357232868581344
2023-09-30,movement_1,actuator_5,18,14,65,18.690377381633823,18.0,3.35337539747845
2023-09-30,movement_2,actuator_5,18,14,65,18.690856129685915,18.0,3.3495689929105654
2023-09-30,movement_3,actuator_5,18,14,65,18.69133155230596,18.0,3.3458168781243756
2023-09-30,movement_4,actuator_5,18,14,65,18.691798757417658,18.0,3.3420628855069547
2023-09-30,movement_5,actuator_5,18,14,65,18.692262891889758,18.0,3.338426421279043
2023-09-30,movement_6,actuator_5,18,14,65,18.692724033981914,18.0,3.334856338085156
2023-09-30,movement_7,actuator_5,18,14,65,18.69315799689441,18.0,3.331084448981767
2023-09-30,movement_1,actuator_6,18,14,65,18.693584709550755,18.0,3.3276432218401117
2023-09-30,movement_2,actuator_6,18,14,65,18.694009124226923,18.0,3.3242437207966775
2023-09-30,movement_3,actuator_6,18,14,65,18.69443129756541,18.0,3.320889231639989
2023-09-30,movement_4,actuator_6,18,14,65,18.69484659005558,18.0,3.3175266247745983
2023-09-30,movement_5,actuator_6,18,14,65,18.695259824920843,18.0,3.3142695194955105
2023-09-30,movement_6,actuator_6,18,14,65,18.695671051659154,18.0,3.311069568712139
2023-09-30,movement_7,actuator_6,18,14,65,18.696057406796438,18.0,3.307671959673655
